
2019.05.05;Celem lekcji było stworzenie prezentacji przedtawiającej sposoby spędzania wolnego czasu wiosną. Lekcja była kontynuacją pracy rozpoczętej wcześniej. Na poprzedniej lekcji uczniowie wyszukiwali i zapisywali zdjęcia, które na obecnej lekcji umieszczali w prezentacji. Klasa jest klasą integracyjną, więc poza nauczycielem prowadzącym w sali obecny był też nauczyciel wspomagający, którego głównym zadaniem było utrzymywanie dyscypliny w klasie.Lekcja rozpoczeła się od przypomnienia poprzedniej lekcji. Następnie za pomocą rzutnika nauczyciel zaprezentował program Impress. Dopiero w tym momecie uczniowie włączyli komputery, na których rozpoczeli pracę. Poza prowadzeniem lekcji, nauczycielka musiała również przygotować zdjęcia dla uczniów nieobecnych na poprzedniej lekcji. Zajęcia z klasą 3 są szczególnie wymagające, nauczycielka musiała przypominać za pomocą którego przycisku klawiatury wpisuje się wielkie litery. Musiałą również rozwiać wątpliwości dotyczące czerwonego podkreślenia - sugestii autokorekty.Podczas korzystania z funkjci wstawiania obrazka, nauczycielka odwołała się do wiedzy, którą zdobyli uczniowie podczas tworzenia dokumentu tekstowego. Aby wstawić obrazek wykońać musieli tę samą operację, co w programie Writer. Podobnie, odwołując się do poprzednio zdobytej wiedzy, uczniowie zapisywali gotowe prezentacje.
2019.05.05;Lekcja rozpoczeła się od przypomnienia poprzedniej lecji, na której uczniowie rozpoczeli prace nad prezentacją i umieścili w niej trasę, którą wyszukali w google maps. Celem trwającej lekcji było dokończenie rozpoczętej prezentacji, czyli umieszczenie opisów interesujących miejsc które znajdowały się po drodzę. Uczniowie wykonywali zrzut ekranu z okna przeglądarki, a następnie wycinali z niego fragment zawierający mapę za pomocą narzędzia Przytnij programu Impress.Wielu uczniów w klasie ma orzeczenia o lekkim stopniu niepełnosprawności umysłowej. Mimo to udało się utrzymaćd dyscyplinę, a większość uczniów zrealizowała cel lekcji.
2019.05.05;Znaczna część klasy wyjechała na wycieczkę, pozostali uczniowie zajmowali się uzupełnieniem brakujących zadań z poprzedzających lekcji. Uczniowie pracowali swobodnie, po przypomnieniu przez nauczyciela, które zadania z poprzednich lekcji nie zostały przez nich wykonane. Uczniowie, którzy potrzebowali pomocy zgłaszali to nauczycielowi. Mimo luźnej formy zajęć, uczniowie byli skupieni na swoich zadaniach i lekcja przebiegała raczej spokojnie, mimo że kliku uczniów pod koniec zajęć ukończyli wszystkie zadania i za pozwoleniem nauczyciela zajeli się własnymi zajęciami.
2019.05.05;Celem lekcji było wykonanie dokumentu tekstowego. Lekcja rozpoczeła się od przedtawienia celów lekcji, z wyszczególnionymi wymaganiami dotyczących formatowanego na lekcji tekstu. Następnie uczniowie obserwowali pokaz nauczycielki, którza przedstawiała w jaki sposób pokazać znaki niedrukowane oraz wyśrodkowanie tekstu, i inne narzędzia przydatne podczas lekcji. Następnie uczniowie samodzielnie rozpoczeli wykonywanie wyznaczonego zadania z podręcznika. Nauczycielka podała również zadanie, które należy wykonać jako następe, tak by uczniowie, którzy szybciej poradzą sobie z zadaniem mieli zajęcie, a następnie zajeła się pomocom uczniom, którzy mieli problemy z zadaniem. Gdy większość uczniów skończyła praca, nauczycielka wytłumaczyła kolejne zadanie, po czym uczniowie kontynuowali pracę. Tuż przed końcem nauczycielki sprawdziła i oceniła prace na lekcji. Lekcja przebiegała niezwykle spokojnie, uczniowie pracowali pilinie i zrealizowali założony program.
2019.05.05;Lekcja rozpoczeła się od powtórkowego quizu przeprowadzonego za pomocą quizu Kahoot. 3 najszybszych uczniów, którzy opowiedzą poprawnie na każde pytanie otrzyma dotatkową ocenę celującą. Pytania dotyczyły działań bloków przedstawionych na obrazku. Następnie przedstawiono temat lekcji - wyszukiwanie informacji na stronie muzeum oraz zadanie. Odpowiedzi dotyczące działania Muzeum Narodowego w Warszawie należało przedstawić w tabeli lub liście nienumerowanej w Writterze. Uczniowie, którzy poradzili sobie szybciej z zadaniem otrzymali zadanie dodatkowe. Na koniec lekcji wspólnie podano poprawne odpowiedzi na pytania.
2019.05.06;Z powodu wycieczki na lekcji było tylko 2 uczniów. Lekcja ta była zastępstwem, więc odbywała się poza pracownią komputerową - uczniowie pracowali na tabletach. Nauczycielka postanowiła przeznaczyć tę zajęcia na uzupełnienie brakujących zadań. Jedna uczennica wykonywała zadanie wyszukiwania informacji na stronie Muzeum Narodowego w Warszawie. Drugi uczeń nie miał braków. Podczas lekcji pracował z aplikacją google earth na tablicy interaktywnej. Zadaniem ucznia był odnalezienie w Berlinie opuszczonego wesołego miasteczka. Uczeń miał dzięki temu możliwość zapoznania się z aplikacją, a także sprawdzenie działania funkcji Street View.
2019.05.06;Trwająca lekcja była kontynuacją lekcji poprzedniej. Częśc uczniów była ostatnio nieobecna, więc swoją pracę musieli zaczynać od początku. Dla uczniów nieobecnych ponownie przedstawiono zadanie. Polegało ono na wykonaniu prezentacji zawierającej trasę z google maps oraz opis ciekawych miejsć znajdujących się przy tej trasie. Nauczycielka przypomniała ograniczaniu ilości wpisanego teksu - prezentacja powinna zawierać głównie elementy graficzne. Uczniowie pracowali bardzo sprawnie, bazując na wiedzy zdobytej wcześniej i utrwalając ją. Wykonanie prezentacji, wyszukanie trasy oraz grafik nie sprawiało im problemu. Pojedyńczy uczniowie potrzebowali pomocy nauczyciela. Uczniom, którzy szybciej poradzili sobie z zadaniem pokazano dodatkowe funkcje (np. animacje niestandardowe) mające urozmaicić prezentacje. Pod koniec lekci, uczniowie którzy skończli pracę pokazywali swoje prezentacjie do oceny.
2019.05.06;Lekcja rozpoczeła się od przypomniania poprzedniej lekcji - rysowania w Scratchu. Następnie przedstawiono nowy temat - wprowadzenie do arkusza kalkulacyjnego Calc. Ponieważ była to pierwsza lekcja z arkusza kalkulacyjnego, lekcję rozpoczęto od wprowadzenia pojęć: kolumna, wiersz, komórka. Przedstawiono również sposób adresowania komórek. Uczniowie klikali losową komórkę, a następnie określali jej adres. W sposób eksperymentalny - wpisując w kolejne komórki swoje imię, wiek, oraz cenę 2,99 - określili, że komórki mają swoje typy oraz w jaki spósb zaznaczać miejsca dziesiętne. Następnie uczniowie z klasowej poczty ściągneli przykładową tabele w arkusz kalkulacyjny zawierający listę szczytów górskich. Zadaniem uczniów było uzupełnienie wyskości, korzystając z informacji znalezionych w internecie. Aby utrwalić wczęśniej zdoyte wiadomości, nauczycielka przypomniała jakich skrótów klawiszowych możemmy użyć przy kopiowaniu u wklejaniu tekstu. Pokazała również jak używać ich w praktyce. Częsc uczniów miała problem z wykorzystaniem skrótów. Nauczycielka pokazywała im indywidualnie i sprawdzała, czy umieją już powtórzyć działanie i samodzielnie skopiować i wkleić tekst.
2019.05.06;Kolejna lekcja podczas której znaczna część klasy jest na wycieczce. Dla klilku pozostałych uczniów nauczcielka wprowadziła dodatkowy temat rozszerzajacy zdobyte umiejętności o posługiwanie się funkcjonalnościami Google Earth Pro pozwalające na pokazywanie zdjęć historycznych. Uczniowie za zadanie mieli odpaleźć Zamek Królewski na Wawelu i odnaleźć jego zdjęcia historyczne z 2003 roku. Następnie uczniowie mogli pooglądać inne interesujące ich miejsca.
2019.05.06;Lekcja rozpoczeła się od przedstawieniu planu lekcji. Pierwszym zadaniem było ściągnięcie z poczty klasowej terortycznych zadań podsumowujących z arkusza kalkulacynego, wykonanie ich na ocenę, a następnie wysłanie mailem. Podczas pracy mogli korzystać z programu Calc. Klasa jest klasą integracyjną, ale po upomnieniu kilku uczniów udało się zachować dyscyplinę. Uczniowie potrzebowali drobnej pomocy przy wysyłaniu maili i dołączaniu załącznika. Część uczniów słabiej radzącac sobie z przedmiotem potrzebował również pomocy i przypomnienia zagadnień. Po wykonianiu zadania, nauczycielka wprowadziła kolejny temat, prezentacja multimedialna. Uczniowie stworzyć mieli prezentacje ilustrującą wiersz.
